date,time_interval,quantity
2022-09-06,9,315
2022-09-06,10,254
2022-09-06,11,226
2022-09-06,12,271
2022-09-06,13,262
2022-09-06,14,218
2022-09-06,15,213
2022-09-06,16,194
2022-09-06,17,251
2022-09-06,18,260
2022-09-06,19,282
2022-09-06,20,103
2022-09-06,21,129
2022-09-06,22,70
2022-09-06,23,31
2022-09-06,24,2
2022-09-07,0,8
2022-09-07,1,12
2022-09-07,2,4
2022-09-07,3,2
2022-09-07,5,4
2022-09-07,6,23
2022-09-07,7,69
2022-09-07,8,166
2022-09-07,9,203
2022-09-07,10,216
2022-09-07,11,319
2022-09-07,12,323
2022-09-07,13,278
2022-09-07,14,275
2022-09-07,15,109
2022-09-07,16,288
2022-09-07,17,263
2022-09-07,18,268
2022-09-07,19,238
2022-09-07,20,206
2022-09-07,21,103
2022-09-07,22,77
2022-09-07,23,33
2022-09-07,24,8
2022-09-08,0,7
2022-09-08,1,5
2022-09-08,2,5
2022-09-08,3,1
2022-09-08,4,2
2022-09-08,5,6
2022-09-08,6,22
2022-09-08,7,69
2022-09-08,8,168
2022-09-08,9,294
2022-09-08,10,251
2022-09-08,11,319
2022-09-08,12,301
2022-09-08,13,212
2022-09-08,14,253
2022-09-08,15,233
2022-09-08,16,209
2022-09-08,17,220
2022-09-08,18,244
2022-09-08,19,247
2022-09-08,20,183
2022-09-08,21,110
2022-09-08,22,59
2022-09-08,23,23
2022-09-08,24,2
2022-09-09,0,7
2022-09-09,1,12
2022-09-09,2,3
2022-09-09,3,4
2022-09-09,4,4
2022-09-09,5,5
2022-09-09,6,34
2022-09-09,7,66
2022-09-09,8,181
2022-09-09,9,284
2022-09-09,10,300
2022-09-09,11,287
2022-09-09,12,255
2022-09-09,13,256
2022-09-09,14,230
2022-09-09,15,222
2022-09-09,16,207
2022-09-09,17,187
2022-09-09,18,255
2022-09-09,19,248
2022-09-09,20,180
2022-09-09,21,125
2022-09-09,22,56
2022-09-09,23,25
2022-09-09,24,2
2022-09-10,0,12
2022-09-10,1,9
2022-09-10,2,5
2022-09-10,3,3
2022-09-10,4,6
2022-09-10,5,6
2022-09-10,6,25
2022-09-10,7,87
2022-09-10,8,166
2022-09-10,9,262
2022-09-10,10,273
2022-09-10,11,256
2022-09-10,12,247
2022-09-10,13,207
2022-09-10,14,210
2022-09-10,15,186
2022-09-10,16,162
2022-09-10,17,194
2022-09-10,18,184
2022-09-10,19,191
2022-09-10,20,155
2022-09-10,21,96
2022-09-10,22,58
2022-09-10,23,24
2022-09-10,24,3
2022-09-11,0,8
2022-09-11,1,20
2022-09-11,2,4
2022-09-11,4,6
2022-09-11,5,7
2022-09-11,6,20
2022-09-11,7,61
2022-09-11,8,156
2022-09-11,9,267
2022-09-11,10,126
2022-09-11,11,266
2022-09-11,12,284
2022-09-11,13,277
2022-09-11,14,110
2022-09-11,15,258
2022-09-11,16,235
2022-09-11,17,259
2022-09-11,18,280
2022-09-11,19,207
2022-09-11,20,171
2022-09-11,21,105
2022-09-11,22,59
2022-09-11,23,18
2022-09-11,24,6
2022-09-12,0,10
2022-09-12,1,2
2022-09-12,2,5
2022-09-12,3,5
2022-09-12,4,5
2022-09-12,5,3
2022-09-12,6,24
2022-09-12,7,85
2022-09-12,8,194
2022-09-12,9,282
2022-09-12,10,211
2022-09-12,11,274
2022-09-12,12,117
2022-09-12,13,349
2022-09-12,14,256
2022-09-12,15,201
2022-09-12,16,212
2022-09-12,17,263
2022-09-12,18,250
2022-09-12,19,258
2022-09-12,20,169
2022-09-12,21,123
2022-09-12,22,61
2022-09-12,23,28
2022-09-12,24,3
2022-09-13,0,6
2022-09-13,1,8
2022-09-13,2,6
2022-09-13,3,10
2022-09-13,4,6
2022-09-13,5,13
2022-09-13,6,34
2022-09-13,7,86
2022-09-13,8,193
2022-09-13,9,242
2022-09-13,10,284
2022-09-13,11,222
2022-09-13,12,279
2022-09-13,13,246
2022-09-13,14,184
2022-09-13,15,206
2022-09-13,16,211
2022-09-13,17,233
2022-09-13,18,255
2022-09-13,19,234
2022-09-13,20,209
2022-09-13,21,137
2022-09-13,22,71
2022-09-13,23,30
2022-09-13,24,2
2022-09-14,0,8
2022-09-14,1,5
2022-09-14,2,1
2022-09-14,3,4
2022-09-14,4,2
2022-09-14,5,9
2022-09-14,6,34
2022-09-14,7,65
2022-09-14,8,232
2022-09-14,9,236
2022-09-14,10,148
2022-09-14,11,323
2022-09-14,12,300
2022-09-14,13,231
2022-09-14,14,241
2022-09-14,15,164
2022-09-14,16,211
2022-09-14,17,235
2022-09-14,18,222
2022-09-14,19,244
2022-09-14,20,221
2022-09-14,21,118
2022-09-14,22,64
2022-09-14,23,24
2022-09-14,24,9
2022-09-15,0,10
2022-09-15,1,8
2022-09-15,2,8
2022-09-15,3,10
2022-09-15,4,4
2022-09-15,5,6
2022-09-15,6,29
2022-09-15,7,81
2022-09-15,8,187
2022-09-15,9,272
2022-09-15,10,152
2022-09-15,11,296
2022-09-15,12,280
2022-09-15,13,266
2022-09-15,14,122
2022-09-15,15,267
2022-09-15,16,233
2022-09-15,17,206
2022-09-15,18,182
2022-09-15,19,264
2022-09-15,20,119
2022-09-15,21,124
2022-09-15,22,73
2022-09-15,23,32
2022-09-15,24,3
2022-09-16,0,15
2022-09-16,1,12
2022-09-16,2,5
2022-09-16,3,1
2022-09-16,4,2
2022-09-16,5,11
2022-09-16,6,36
2022-09-16,7,92
2022-09-16,8,177
2022-09-16,9,270
2022-09-16,10,284
2022-09-16,11,275
2022-09-16,12,288
2022-09-16,13,226
2022-09-16,14,226
2022-09-16,15,222
2022-09-16,16,273
2022-09-16,17,278
2022-09-16,18,165
2022-09-16,19,195
2022-09-16,20,202
2022-09-16,21,141
2022-09-16,22,67
2022-09-16,23,37
2022-09-16,24,3
2022-09-17,0,9
2022-09-17,1,8
2022-09-17,2,3
2022-09-17,3,3
2022-09-17,4,7
2022-09-17,5,6
2022-09-17,6,19
2022-09-17,7,74
2022-09-17,8,188
2022-09-17,9,276
2022-09-17,10,305
2022-09-17,11,246
2022-09-17,12,229
2022-09-17,13,222
2022-09-17,14,203
2022-09-17,15,177
2022-09-17,16,197
2022-09-17,17,157
2022-09-17,18,206
2022-09-17,19,222
2022-09-17,20,183
2022-09-17,21,98
2022-09-17,22,64
2022-09-17,23,34
2022-09-17,24,4
2022-09-18,0,16
2022-09-18,1,7
2022-09-18,2,2
2022-09-18,3,4
2022-09-18,5,11
2022-09-18,6,19
2022-09-18,7,57
2022-09-18,8,176
2022-09-18,9,269
2022-09-18,10,222
2022-09-18,11,190
2022-09-18,12,312
2022-09-18,13,165
2022-09-18,14,124
2022-09-18,15,158
2022-09-18,16,283
2022-09-18,17,275
2022-09-18,18,133
2022-09-18,19,151
2022-09-18,20,191
2022-09-18,21,106
2022-09-18,22,61
2022-09-18,23,30
2022-09-18,24,6
2022-09-19,0,11
2022-09-19,1,12
2022-09-19,2,7
2022-09-19,3,1
2022-09-19,4,4
2022-09-19,5,9
2022-09-19,6,26
2022-09-19,7,85
2022-09-19,8,217
2022-09-19,9,322
2022-09-19,10,226
2022-09-19,11,199
2022-09-19,12,299
2022-09-19,13,288
2022-09-19,14,279
2022-09-19,15,151
2022-09-19,16,217
2022-09-19,17,262
2022-09-19,18,257
2022-09-19,19,172
2022-09-19,20,222
2022-09-19,21,132
2022-09-19,22,50
2022-09-19,23,45
2022-09-19,24,3
2022-09-20,0,11
2022-09-20,1,8
2022-09-20,2,2
2022-09-20,3,2
2022-09-20,4,3
2022-09-20,5,5
2022-09-20,6,36
2022-09-20,7,94
2022-09-20,8,178
2022-09-20,9,250
2022-09-20,10,293
2022-09-20,11,298
2022-09-20,12,298
2022-09-20,13,246
2022-09-20,14,227
2022-09-20,15,202
2022-09-20,16,202
2022-09-20,17,193
2022-09-20,18,210
2022-09-20,19,235
2022-09-20,20,201
2022-09-20,21,112
2022-09-20,22,73
2022-09-20,23,22
2022-09-20,24,6
2022-09-21,0,9
2022-09-21,1,7
2022-09-21,2,5
2022-09-21,3,2
2022-09-21,4,2
2022-09-21,5,6
2022-09-21,6,30
2022-09-21,7,77
2022-09-21,8,172
2022-09-21,9,264
2022-09-21,10,236
2022-09-21,11,269
2022-09-21,12,291
2022-09-21,13,245
2022-09-21,14,231
2022-09-21,15,229
2022-09-21,16,197
2022-09-21,17,227
2022-09-21,18,218
2022-09-21,19,213
2022-09-21,20,192
2022-09-21,21,166
2022-09-21,22,60
2022-09-21,23,30
2022-09-21,24,3
2022-09-22,0,7
2022-09-22,1,7
2022-09-22,2,1
2022-09-22,3,1
2022-09-22,4,1
2022-09-22,5,3
2022-09-22,6,34
2022-09-22,7,61
2022-09-22,8,179
2022-09-22,9,243
2022-09-22,10,296
2022-09-22,11,224
2022-09-22,12,229
2022-09-22,13,287
2022-09-22,14,224
2022-09-22,15,121
2022-09-22,16,209
2022-09-22,17,218
2022-09-22,18,209
2022-09-22,19,231
2022-09-22,20,177
2022-09-22,21,131
2022-09-22,22,53
2022-09-22,23,31
2022-09-22,24,5
2022-09-23,0,11
2022-09-23,1,8
2022-09-23,2,4
2022-09-23,3,3
2022-09-23,4,4
2022-09-23,5,5
2022-09-23,6,35
2022-09-23,7,71
2022-09-23,8,171
2022-09-23,9,274
2022-09-23,10,243
2022-09-23,11,227
2022-09-23,12,279
2022-09-23,13,214
2022-09-23,14,141
2022-09-23,15,207
2022-09-23,16,224
2022-09-23,17,243
2022-09-23,18,160
2022-09-23,19,257
2022-09-23,20,186
2022-09-23,21,114
2022-09-23,22,65
2022-09-23,23,34
2022-09-23,24,2
2022-09-24,0,10
2022-09-24,1,15
2022-09-24,2,9
2022-09-24,3,7
2022-09-24,4,9
2022-09-24,5,2
2022-09-24,6,23
2022-09-24,7,68
2022-09-24,8,178
2022-09-24,9,268
2022-09-24,10,332
2022-09-24,11,204
2022-09-24,12,373
2022-09-24,13,305
2022-09-24,14,118
2022-09-24,15,257
2022-09-24,16,266
2022-09-24,17,222
2022-09-24,18,225
2022-09-24,19,201
2022-09-24,20,152
2022-09-24,21,104
2022-09-24,22,56
2022-09-24,23,37
2022-09-24,24,4
2022-09-25,0,8
2022-09-25,1,14
2022-09-25,2,4
2022-09-25,3,3
2022-09-25,4,5
2022-09-25,5,24
2022-09-25,6,28
2022-09-25,7,48
2022-09-25,8,142
2022-09-25,9,257
2022-09-25,10,299
2022-09-25,11,240
2022-09-25,12,350
2022-09-25,13,157
2022-09-25,14,187
2022-09-25,15,266
2022-09-25,16,255
2022-09-25,17,229
2022-09-25,18,191
2022-09-25,19,216
2022-09-25,20,169
2022-09-25,21,119
2022-09-25,22,64
2022-09-25,23,34
2022-09-25,24,2
2022-09-26,0,15
2022-09-26,1,9
2022-09-26,3,2
2022-09-26,4,3
2022-09-26,5,8
2022-09-26,6,28
2022-09-26,7,85
2022-09-26,8,147
2022-09-26,9,252
2022-09-26,10,267
2022-09-26,11,262
2022-09-26,12,278
2022-09-26,13,216
2022-09-26,14,191
2022-09-26,15,211
2022-09-26,16,194
2022-09-26,17,209
2022-09-26,18,216
2022-09-26,19,189
2022-09-26,20,186
2022-09-26,21,120
2022-09-26,22,68
2022-09-26,23,19
2022-09-26,24,3
2022-09-27,0,5
2022-09-27,1,7
2022-09-27,2,9
2022-09-27,3,11
2022-09-27,4,25
2022-09-27,5,6
2022-09-27,6,32
2022-09-27,7,64
2022-09-27,8,148
2022-09-27,9,252
2022-09-27,10,265
2022-09-27,11,277
2022-09-27,12,167
2022-09-27,13,220
2022-09-27,14,210
2022-09-27,15,203
2022-09-27,16,196
2022-09-27,17,205
2022-09-27,18,225
2022-09-27,19,217
2022-09-27,20,172
2022-09-27,21,112
2022-09-27,22,55
2022-09-27,23,29
2022-09-27,24,3
2022-09-28,0,13
2022-09-28,1,9
2022-09-28,2,10
2022-09-28,3,8
2022-09-28,4,13
2022-09-28,5,4
2022-09-28,6,36
2022-09-28,7,67
2022-09-28,8,169
2022-09-28,9,268
2022-09-28,10,323
2022-09-28,11,190
2022-09-28,12,219
2022-09-28,13,237
2022-09-28,14,160
2022-09-28,15,219
2022-09-28,16,218
2022-09-28,17,208
2022-09-28,18,226
2022-09-28,19,241
2022-09-28,20,175
2022-09-28,21,129
2022-09-28,22,74
2022-09-28,23,30
2022-09-28,24,6
2022-09-29,0,6
2022-09-29,1,5
2022-09-29,2,2
2022-09-29,3,1
2022-09-29,4,11
2022-09-29,5,15
2022-09-29,6,29
2022-09-29,7,80
2022-09-29,8,184
2022-09-29,9,216
2022-09-29,10,269
2022-09-29,11,260
2022-09-29,12,262
2022-09-29,13,243
2022-09-29,14,215
2022-09-29,15,177
2022-09-29,16,184
2022-09-29,17,200
2022-09-29,18,228
2022-09-29,19,220
2022-09-29,20,180
2022-09-29,21,107
2022-09-29,22,47
2022-09-29,23,24
2022-09-29,24,5
2022-09-30,0,9
2022-09-30,1,3
2022-09-30,2,4
2022-09-30,3,3
2022-09-30,4,6
2022-09-30,5,12
2022-09-30,6,32
2022-09-30,7,93
2022-09-30,8,179
2022-09-30,9,290
2022-09-30,10,293
2022-09-30,11,265
2022-09-30,12,242
2022-09-30,13,240
2022-09-30,14,211
2022-09-30,15,197
2022-09-30,16,170
2022-09-30,17,205
2022-09-30,18,243
2022-09-30,19,214
2022-09-30,20,189
2022-09-30,21,120
2022-09-30,22,51
2022-09-30,23,37
2022-09-30,24,2
2022-10-01,0,11
2022-10-01,1,7
2022-10-01,2,5
2022-10-01,3,2
2022-10-01,4,3
2022-10-01,5,9
2022-10-01,6,23
2022-10-01,7,49
2022-10-01,8,170
2022-10-01,9,272
2022-10-01,10,323
2022-10-01,11,164
2022-10-01,12,244
2022-10-01,13,244
2022-10-01,14,279
2022-10-01,15,243
2022-10-01,16,215
2022-10-01,17,207
2022-10-01,18,200
2022-10-01,19,169
2022-10-01,20,157
2022-10-01,21,124
2022-10-01,22,58
2022-10-01,23,30
2022-10-01,24,5
2022-10-02,0,11
2022-10-02,1,3
2022-10-02,2,9
2022-10-02,3,5
2022-10-02,4,3
2022-10-02,5,4
2022-10-02,6,15
2022-10-02,7,62
2022-10-02,8,125
2022-10-02,9,223
2022-10-02,10,309
2022-10-02,11,176
2022-10-02,12,262
2022-10-02,13,233
2022-10-02,14,220
2022-10-02,15,240
2022-10-02,16,201
2022-10-02,17,240
2022-10-02,18,232
2022-10-02,19,233
2022-10-02,20,147
2022-10-02,21,125
2022-10-02,22,58
2022-10-02,23,37
2022-10-02,24,2
2022-10-03,0,5
2022-10-03,1,4
2022-10-03,2,1
2022-10-03,3,4
2022-10-03,4,6
2022-10-03,5,10
2022-10-03,6,19
2022-10-03,7,74
2022-10-03,8,171
2022-10-03,9,264
2022-10-03,10,309
2022-10-03,11,318
2022-10-03,12,308
2022-10-03,13,239
2022-10-03,14,230
2022-10-03,15,217
2022-10-03,16,217
2022-10-03,17,208
2022-10-03,18,239
2022-10-03,19,247
2022-10-03,20,189
2022-10-03,21,126
2022-10-03,22,45
2022-10-03,23,30
2022-10-03,24,2
2022-10-04,0,9
2022-10-04,1,5
2022-10-04,2,5
2022-10-04,3,4
2022-10-04,4,12
2022-10-04,5,14
2022-10-04,6,27
2022-10-04,7,104
2022-10-04,8,167
2022-10-04,9,280
2022-10-04,10,256
2022-10-04,11,287
2022-10-04,12,254
2022-10-04,13,220
2022-10-04,14,240
2022-10-04,15,191
2022-10-04,16,180
2022-10-04,17,202
2022-10-04,18,210
2022-10-04,19,232
2022-10-04,20,190
2022-10-04,21,111
2022-10-04,22,66
2022-10-04,23,27
2022-10-04,24,5
2022-10-05,0,4
2022-10-05,1,5
2022-10-05,2,1
2022-10-05,3,7
2022-10-05,4,4
2022-10-05,5,14
2022-10-05,6,22
2022-10-05,7,75
2022-10-05,8,174
2022-10-05,9,265
2022-10-05,10,313
2022-10-05,11,255
2022-10-05,12,254
2022-10-05,13,260
2022-10-05,14,217
2022-10-05,15,228
2022-10-05,16,193
2022-10-05,17,188
2022-10-05,18,267
2022-10-05,19,227
2022-10-05,20,147
2022-10-05,21,124
2022-10-05,22,60
2022-10-05,23,29
2022-10-05,24,4
2022-10-06,0,14
2022-10-06,1,6
2022-10-06,2,6
2022-10-06,3,2
2022-10-06,4,8
2022-10-06,5,10
2022-10-06,6,33
2022-10-06,7,89
2022-10-06,8,197
2022-10-06,9,287
2022-10-06,10,294
2022-10-06,11,295
2022-10-06,12,263
2022-10-06,13,238
2022-10-06,14,204
2022-10-06,15,228
2022-10-06,16,204
2022-10-06,17,242
2022-10-06,18,254
2022-10-06,19,234
2022-10-06,20,169
2022-10-06,21,125
2022-10-06,22,64
2022-10-06,23,30
2022-10-06,24,4
2022-10-07,0,10
2022-10-07,1,5
2022-10-07,2,1
2022-10-07,3,9
2022-10-07,4,2
2022-10-07,5,6
2022-10-07,6,29
2022-10-07,7,88
2022-10-07,8,194
2022-10-07,9,300
2022-10-07,10,312
2022-10-07,11,299
2022-10-07,12,190
2022-10-07,13,227
2022-10-07,14,221
2022-10-07,15,227
2022-10-07,16,189
2022-10-07,17,214
2022-10-07,18,210
2022-10-07,19,220
2022-10-07,20,173
2022-10-07,21,118
2022-10-07,22,56
2022-10-07,23,32
2022-10-07,24,2
2022-10-08,0,14
2022-10-08,1,15
2022-10-08,2,6
2022-10-08,3,5
2022-10-08,4,6
2022-10-08,5,3
2022-10-08,6,23
2022-10-08,7,68
2022-10-08,8,167
2022-10-08,9,269
2022-10-08,10,284
2022-10-08,11,278
2022-10-08,12,254
2022-10-08,13,212
2022-10-08,14,202
2022-10-08,15,177
2022-10-08,16,208
2022-10-08,17,197
2022-10-08,18,222
2022-10-08,19,175
2022-10-08,20,151
2022-10-08,21,107
2022-10-08,22,59
2022-10-08,23,21
2022-10-08,24,4
2022-10-09,0,7
2022-10-09,1,12
2022-10-09,2,9
2022-10-09,3,3
2022-10-09,4,3
2022-10-09,5,6
2022-10-09,6,11
2022-10-09,7,74
2022-10-09,8,154
2022-10-09,9,281
2022-10-09,10,227
2022-10-09,11,253
2022-10-09,12,252
2022-10-09,13,235
2022-10-09,14,233
2022-10-09,15,177
2022-10-09,16,222
2022-10-09,17,227
2022-10-09,18,196
2022-10-09,19,217
2022-10-09,20,186
2022-10-09,21,104
2022-10-09,22,49
2022-10-09,23,23
2022-10-09,24,7
2022-10-10,0,10
2022-10-10,1,5
2022-10-10,2,22
2022-10-10,3,4
2022-10-10,4,6
2022-10-10,5,8
2022-10-10,6,21
2022-10-10,7,68
2022-10-10,8,191
2022-10-10,9,278
2022-10-10,10,293
2022-10-10,11,297
2022-10-10,12,207
2022-10-10,13,245
2022-10-10,14,207
2022-10-10,15,208
2022-10-10,16,194
2022-10-10,17,201
2022-10-10,18,240
2022-10-10,19,251
2022-10-10,20,186
2022-10-10,21,106
2022-10-10,22,69
2022-10-10,23,32
2022-10-10,24,4
2022-10-11,0,11
2022-10-11,1,6
2022-10-11,2,4
2022-10-11,4,3
2022-10-11,5,8
2022-10-11,6,38
2022-10-11,7,65
2022-10-11,8,170
2022-10-11,9,277
2022-10-11,10,287
2022-10-11,11,255
2022-10-11,12,251
2022-10-11,13,200
2022-10-11,14,179
2022-10-11,15,190
2022-10-11,16,193
2022-10-11,17,204
2022-10-11,18,231
2022-10-11,19,237
2022-10-11,20,197
2022-10-11,21,125
2022-10-11,22,72
2022-10-11,23,21
2022-10-11,24,5
2022-10-12,0,12
2022-10-12,1,6
2022-10-12,2,5
2022-10-12,3,8
2022-10-12,4,4
2022-10-12,5,22
2022-10-12,6,31
2022-10-12,7,92
2022-10-12,8,193
2022-10-12,9,270
2022-10-12,10,298
2022-10-12,11,265
2022-10-12,12,269
2022-10-12,13,183
2022-10-12,14,223
2022-10-12,15,204
2022-10-12,16,222
2022-10-12,17,215
2022-10-12,18,201
2022-10-12,19,260
2022-10-12,20,201
2022-10-12,21,117
2022-10-12,22,62
2022-10-12,23,21
2022-10-12,24,4
2022-10-13,0,12
2022-10-13,1,8
2022-10-13,2,3
2022-10-13,3,3
2022-10-13,4,4
2022-10-13,5,11
2022-10-13,6,39
2022-10-13,7,94
2022-10-13,8,209
2022-10-13,9,320
2022-10-13,10,231
2022-10-13,11,199
2022-10-13,12,260
2022-10-13,13,247
2022-10-13,14,189
2022-10-13,15,200
2022-10-13,16,209
2022-10-13,17,225
2022-10-13,18,257
2022-10-13,19,228
2022-10-13,20,188
2022-10-13,21,117
2022-10-13,22,53
2022-10-13,23,31
2022-10-13,24,2
2022-10-14,0,6
2022-10-14,1,10
2022-10-14,2,8
2022-10-14,3,5
2022-10-14,4,5
2022-10-14,5,14
2022-10-14,6,25
2022-10-14,7,101
2022-10-14,8,182
2022-10-14,9,263
2022-10-14,10,213
2022-10-14,11,212
2022-10-14,12,270
2022-10-14,13,230
2022-10-14,14,232
2022-10-14,15,189
2022-10-14,16,177
2022-10-14,17,264
2022-10-14,18,235
2022-10-14,19,212
2022-10-14,20,169
2022-10-14,21,103
2022-10-14,22,70
2022-10-14,23,39
2022-10-14,24,1
2022-10-15,0,10
2022-10-15,1,8
2022-10-15,2,5
2022-10-15,3,1
2022-10-15,4,4
2022-10-15,5,2
2022-10-15,6,21
2022-10-15,7,70
2022-10-15,8,198
2022-10-15,9,263
2022-10-15,10,246
2022-10-15,11,211
2022-10-15,12,212
2022-10-15,13,186
2022-10-15,14,214
2022-10-15,15,212
2022-10-15,16,211
2022-10-15,17,208
2022-10-15,18,230
2022-10-15,19,203
2022-10-15,20,166
2022-10-15,21,114
2022-10-15,22,57
2022-10-15,23,28
2022-10-15,24,8
2022-10-16,0,13
2022-10-16,1,9
2022-10-16,2,5
2022-10-16,3,3
2022-10-16,4,2
2022-10-16,5,7
2022-10-16,6,12
2022-10-16,7,73
2022-10-16,8,199
2022-10-16,9,258
2022-10-16,10,287
2022-10-16,11,243
2022-10-16,12,228
2022-10-16,13,251
2022-10-16,14,221
2022-10-16,15,172
2022-10-16,16,204
2022-10-16,17,267
2022-10-16,18,206
2022-10-16,19,202
2022-10-16,20,176
2022-10-16,21,116
2022-10-16,22,56
2022-10-16,23,36
2022-10-16,24,4
2022-10-17,0,10
2022-10-17,1,5
2022-10-17,2,6
2022-10-17,3,3
2022-10-17,4,6
2022-10-17,5,11
2022-10-17,6,27
2022-10-17,7,62
2022-10-17,8,199
2022-10-17,9,277
2022-10-17,10,312
2022-10-17,11,285
2022-10-17,12,259
2022-10-17,13,298
2022-10-17,14,187
2022-10-17,15,171
2022-10-17,16,206
2022-10-17,17,229
2022-10-17,18,205
2022-10-17,19,248
2022-10-17,20,171
2022-10-17,21,126
2022-10-17,22,56
2022-10-17,23,31
2022-10-17,24,6
2022-10-18,0,5
2022-10-18,1,2
2022-10-18,2,2
2022-10-18,3,2
2022-10-18,4,4
2022-10-18,5,7
2022-10-18,6,22
2022-10-18,7,86
2022-10-18,8,196
2022-10-18,9,263
2022-10-18,10,352
2022-10-18,11,268
2022-10-18,12,304
2022-10-18,13,277
2022-10-18,14,215
2022-10-18,15,207
2022-10-18,16,216
2022-10-18,17,229
2022-10-18,18,248
2022-10-18,19,233
2022-10-18,20,186
2022-10-18,21,111
2022-10-18,22,65
2022-10-18,23,21
2022-10-18,24,2
2022-10-19,0,5
2022-10-19,1,6
2022-10-19,2,5
2022-10-19,3,1
2022-10-19,4,4
2022-10-19,5,2
2022-10-19,6,31
2022-10-19,7,96
2022-10-19,8,193
2022-10-19,9,273
2022-10-19,10,311
2022-10-19,11,270
2022-10-19,12,295
2022-10-19,13,239
2022-10-19,14,230
2022-10-19,15,207
2022-10-19,16,239
2022-10-19,17,242
2022-10-19,18,228
2022-10-19,19,226
2022-10-19,20,184
2022-10-19,21,116
2022-10-19,22,60
2022-10-19,23,32
2022-10-19,24,3
2022-10-20,0,5
2022-10-20,1,5
2022-10-20,2,1
2022-10-20,3,2
2022-10-20,4,4
2022-10-20,5,5
2022-10-20,6,27
2022-10-20,7,112
2022-10-20,8,227
2022-10-20,9,268
2022-10-20,10,296
2022-10-20,11,289
2022-10-20,12,292
2022-10-20,13,238
2022-10-20,14,226
2022-10-20,15,230
2022-10-20,16,203
2022-10-20,17,229
2022-10-20,18,261
2022-10-20,19,260
2022-10-20,20,217
2022-10-20,21,145
2022-10-20,22,67
2022-10-20,23,33
2022-10-20,24,4
2022-10-21,0,7
2022-10-21,1,7
2022-10-21,2,3
2022-10-21,3,2
2022-10-21,4,12
2022-10-21,5,9
2022-10-21,6,26
2022-10-21,7,95
2022-10-21,8,207
2022-10-21,9,287
2022-10-21,10,308
2022-10-21,11,274
2022-10-21,12,263
2022-10-21,13,265
2022-10-21,14,263
2022-10-21,15,225
2022-10-21,16,198
2022-10-21,17,211
2022-10-21,18,269
2022-10-21,19,48
2022-10-21,20,194
2022-10-21,21,118
2022-10-21,22,83
2022-10-21,23,30
2022-10-21,24,3
2022-10-22,0,14
2022-10-22,1,10
2022-10-22,2,2
